F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007109.wav	2.04098	cơn sốt vé càng ngày càng tăng nhiệt
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002773.wav	3.528	vào mùa mưa bão gió to sóng lớn vừa chở khách vừa run
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002108.wav	4.128	khi bà con làm chính bà khánh cũng ủng hộ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000240.wav	2.85698	tảng đất thó hình lục lăng mát lạnh
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009982.wav	2.32769	tàu tốc hành kế tiếp đến hơn một giờ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004028.wav	2.90498	cô cười mà nước mắt tuôn rơi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008300.wav	1.41698	đàn ông luôn nói dối
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006280.wav	3.33698	một số loài bướm khác cũng biết cách hóa thân thành kẻ thù
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001081.wav	1.39298	tôi cần một xe thể thao
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012610.wav	4.58498	hạnh là một người con gái sinh ra trong một gia đình giàu có
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001473.wav	1.20098	chín giờ rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003812.wav	2.06498	anh có hạnh phúc với công việc không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002954.wav	2.80898	đây không phải là nơi mua đồ giá rẻ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010670.wav	2.52098	tôi không muốn nước ngoài tìm đến
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005104.wav	1.65698	nhưng em nghi ảnh
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003866.wav	4.656	tùy vào thời gian khởi hành bạn có thể chọn những điểm đến phù hợp
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010621.wav	1.47504	tôi có thể dừng tuyến
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004053.wav	2.35298	phiếu tính tiền có sai sót
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011497.wav	2.08898	tôi có một ghế gần cửa sổ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011466.wav	2.85698	luật đã được tuyên bố là phù hợp với hiến pháp
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005574.wav	4.29698	cái khó là chúng ta chưa làm được ở gốc
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009718.wav	4.824	số vốn này hiện có thay đổi không thưa ông
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011616.wav	2.52098	anh có phòng khách không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001772.wav	3.456	đang đi công tác ở xa chị không làm gì được
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011120.wav	3.144	khi đầu tư sự lạc quan là bạn của chúng ta
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001060.wav	4.584	chưa đi nhưng nếu sống xa việt nam trang sẽ nhớ những điều gì
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010901.wav	2.59298	văn hường ơi tao tên là
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004637.wav	4.536	bạn có thể làm ơn đổi một trăm đôla sang tiền lẻ được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002516.wav	2.06498	giảm nhiệt độ xuống hai mươi độ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000362.wav	1.75298	ngày mai chúng tôi phải dậy sớm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003783.wav	1.94498	tôi cần bơm đầy hơi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003358.wav	2.52098	chính nó cũng làm cho ớt cay
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006968.wav	2.59298	một cái bánh cũng đòi tiền là sao
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003785.wav	2.66498	chúng tôi không chấp nhận bất kỳ loại thẻ nào
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012487.wav	1.60898	tôi không có phiếu thu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009997.wav	1.03298	kiên giang
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004151.wav	3.38498	tôi muốn thử món đặc biệt của vùng này
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010068.wav	3.45698	siêu tốc chỉ với các lần dừng hạn chế
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008135.wav	3.07298	tiêu cực hung hăng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009186.wav	3.81698	có một vụ khiến cho ông ta nổi tiếng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002818.wav	3.09698	có hiện tượng gia cầm chết trong đợt dịch cúm này
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006055.wav	3.816	cuộc khởi nghĩa thành công đất nước được hoàn toàn độc lập
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010177.wav	4.056	đến nhà ai ông cũng để lại số điện thoại của mình
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007339.wav	1.63298	để tôi đo mạch đập của anh
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011383.wav	3.936	họ ví phụ nữ như cây đàn nam giới là nhạc công
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003921.wav	4.656	rằng sau cái chết của vy anh cũng gần như chết theo cô ấy
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006356.wav	1.53698	dù có đủ lực lượng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001098.wav	2.30498	bao lâu thì xe buýt này qua một lần
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007748.wav	2.83298	tôi thấy anh ấy khá thờ ơ với hoàn cảnh
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002384.wav	1.92098	tôi không thích phim kinh dị
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008096.wav	4.704	các trang bị hack này là các trang thông tin chuẩn bị ngừng hoạt động
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013381.wav	4.87298	bản báo cáo mà chúng tôi nhận không được đưa cho các nhà báo xem
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003309.wav	2.95298	mồ hôi mồ kê chảy ròng ròng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011707.wav	4.656	tôi thu mình hơn chỉ nói những gì tối thiểu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013048.wav	2.76098	khi nào thì tôi tiếp tục chuyến đi của mình được
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001111.wav	2.18498	sử dụng kỹ thuật
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013939.wav	3.33698	có ba năm tuổi trong thùng rồi ba năm trong chai
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009100.wav	4.53698	tôi hy vọng anh không thấy phiền với một lời khuyên thân tình
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008995.wav	4.152	hai mặt chính của nó trong suốt còn các đường viền thì màu đỏ nổi bật
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008436.wav	1.82498	món ăn may mắn ngày xuân
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012618.wav	1.72898	tôi có nên mua vé không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005162.wav	3.28898	anh có bị đồng tử nở to không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008354.wav	2.52098	núi phú sĩ là núi cao nhất ở nhật bản
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006758.wav	4.51298	màu tóc nhuộm mới nên hòa hợp với tông làn da của bạn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001834.wav	2.30498	vụ lừa đảo ngân hàng hồng việt
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001091.wav	4.584	các ngân hàng hạn chế cho vay và nền kinh tế thì sụt giảm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000249.wav	4.51298	một trong ba người này làm giám đốc một công ty sản xuất hàng hóa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008861.wav	4.92098	được dùng bởi sinh viên khi họ nghĩ rằng mình không làm bài tốt trong kỳ thi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006527.wav	2.76098	vứt bỏ đồ đao lập địa thành phật
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007903.wav	2.76098	anh muốn bao nhiêu đường trong cà phê của anh
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000751.wav	4.368	những món đồ bị hư hỏng nhẹ những công việc đơn giản trong nhà
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006278.wav	4.344	hà nội mở rộng nhu cầu nhà ở ngày càng cao
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001261.wav	4.344	điều này không có gì bất thường không quá lo lắng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012175.wav	3.36098	tôi nghĩ chị nói đúng ông ấy là tác giả quyển sách này
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013665.wav	4.56098	đúng bây giờ tôi thật sự cảm thấy sảng khoái bạn cũng có ra bờ biển à
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010454.wav	3.96	mà không phải hót vớ vẩn hót cho vui đâu nhé
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009743.wav	4.824	có cầu ắt có cung tôi chuyển sang sản xuất cây giống từ đó
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_005655.wav	3.816	tôi cần phải làm gì để hộ chiếu của tôi được làm lại
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009933.wav	4.728	sau một vài câu chúc tết các thầy cô giáo lại giảng bài say sưa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010635.wav	2.01698	nhà tâm linh của thành phố
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_014038.wav	1.99298	cho tôi thêm một ít ớt khô
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003044.wav	2.35298	đồng thời hạn chế ô nhiễm chất thải của gia súc
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008023.wav	2.52098	anh có thực đơn đặc biệt hằng ngày nào không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006810.wav	1.58498	bó hoa đó giá bao nhiêu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000524.wav	2.52098	từ vệt bồ hóng nâu trầm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009711.wav	3.98498	tất cả kinh phí do chính phủ hàn quốc tài trợ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002965.wav	3.14498	cuộc họp tổng thể hàng năm của các cổ đông
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001895.wav	2.784	bạn có thể phát hành một thẻ thay thế không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004356.wav	4.584	mấy năm đầu sân khấu phú nhuận phải gồng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005662.wav	2.56898	tôi xin lỗi tôi muốn đón tàu điện
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005913.wav	2.20898	để xác người mau rữa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008911.wav	4.46498	anh có thể tẩy cái vết này mà không làm hỏng vải không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003452.wav	3.936	buổi chiều bạn nhận được tin vui về tài chính
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001958.wav	3.14498	nhưng nỗi khổ của tôi chưa hết ở đó
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001809.wav	3.336	xin chào đây là phòng tám trăm mười lăm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011646.wav	3.024	thế là thay đổi quyết tâm học nấu ăn nghiêm túc
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011543.wav	2.97698	anh vẫn nhớ kỉ niệm cầu đầu lâu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013590.wav	3.12098	anh có một bản đồ đường xá mà tôi để mượn không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012602.wav	1.63298	tôi muốn đi lặn đêm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005493.wav	1.70498	bạn có nó từ khi nào
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000850.wav	4.344	bước chân ra khỏi nhà là gặp khách sạn nhà nghỉ
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011568.wav	3.696	tóm lại thị trường cần có sóng cần tăng giá
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009142.wav	3.21698	tôi có thể bảo hiểm cho kiện hàng này không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004680.wav	2.08898	anh có chịu điều trị gì không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010370.wav	3.19298	hãy mua đi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006468.wav	4.536	chẳng hạn có người sáng mang tiền đến gửi chiều rút về
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005256.wav	3.98498	mà hai nước xung đột ở nam á lại kề nhau
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006002.wav	3.384	một người lớn và hai trẻ em thì hết bao nhiêu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009713.wav	3.024	đối với tôi điều quan trọng nhất là cách sống
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013208.wav	2.88098	xu hướng du khách chọn các điểm đến gần
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011330.wav	3.744	nhưng hóa ra đó lại là dấu hiệu của thảm họa
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011554.wav	4.896	do xảy ra vào chủ nhật nên vụ cháy không gây thiệt hại về người
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003940.wav	4.944	đến đầu giờ chiều cùng ngày chỉnh về nhà trong tình trạng lâng lâng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011992.wav	3.19298	hãy chia sẻ ý tưởng kinh doanh lập nghiệp của bạn tại đây
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007514.wav	2.88098	anh có giảm giá cho trẻ em không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004533.wav	4.704	thứ tư hết sức chú ý đến yếu tố cộng hưởng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000463.wav	1.96898	thưa anh tên của anh là gì
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000008.wav	4.17698	cô ấy mua hai mươi trái chôm chôm và ba con cá
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011092.wav	3.40898	chúng tôi có thể chia ra trả không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008257.wav	4.89698	tuyệt vui lòng cho hai chỗ ngồi liền nhau ở hàng giữa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004698.wav	1.96898	tôi muốn có mẫu thuế giá trị gia tăng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001781.wav	4.344	trong cơn dông cần đề phòng có tố lốc và gió giật mạnh
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013350.wav	1.89698	những nơi hay để thăm ở đâu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009843.wav	2.52098	trong hang của nó con chuột được an toàn
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009458.wav	4.056	bạn có thể mở những cái túi của bạn ra không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011129.wav	2.66498	không cảm ơn anh tôi no rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006663.wav	4.20098	với những người bị viêm xoang dị ứng sẽ bị viêm triền miên
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000342.wav	1.10498	tôi đi bộ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011203.wav	2.16098	có giảm giá cho người cao niên không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002099.wav	3.552	những người điên nguy hiểm này thông thường phải chịu nhiều năm cô lập
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011424.wav	4.944	bạn có thể giới thiệu một số loại rượu không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010206.wav	3.096	báo chí truyền hình thì lăng xăng tác nghiệp
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008887.wav	2.06498	kết hôn với đàn ông hàn quốc
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007530.wav	4.176	dù vậy vẫn có lúc cậu bị người dân hiểu lầm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004776.wav	1.24898	tôi muốn rửa tay
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006784.wav	1.41698	canh chua nóng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003695.wav	1.68098	tôi muốn ăn râu với cái đó
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011872.wav	1.82498	tôi đã làm việc ở đó mười năm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002442.wav	4.296	tuy nhiên có một cách khác đó là sử dụng thao tác thủ công
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011657.wav	1.80098	bộ ống nghe bị hỏng rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007512.wav	2.64098	không tôi e rằng không có ai ở đây
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005956.wav	1.48898	ngày mai tôi sẽ lấy tại
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006431.wav	4.58037	anh ấy là một người giản dị cởi mở yêu đời và tràn đầy sức sống
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013736.wav	2.20898	tôi muốn để hành lý ở đây
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005170.wav	1.58498	mười một giờ kém năm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009380.wav	2.08898	anh bị dị ứng do bị muỗi đốt không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000654.wav	1.34498	cái đầu tôi làm tôi rất đau
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008957.wav	2.37698	được rồi anh có thích hải sản không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011227.wav	1.46498	chẳng biết là những gì
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004777.wav	4.752	anh có thể bớt mười phần trăm cho tôi được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013626.wav	3.36098	một giọng dân ca ngọt ngào ít ỏi trong cuộc thi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002452.wav	3.26498	làn da với các lỗ chân lông phát tướng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011258.wav	4.22498	em gái em đòi mua xe lu mà em chưa có tiền mua
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012986.wav	2.44898	những khách hàng chính của chúng tôi thường ở
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011813.wav	2.37698	tôi bị mất do móc túi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002550.wav	3.696	một tuần sau cô phượng qua đời ở nhà thương bạch mai
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010884.wav	2.76098	vòi sen không hoạt động và bồn cầu bị tắc
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011443.wav	1.60898	tôi không cần cái này hoặc cái này
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009049.wav	4.51298	khi xe tôi dừng ở đèn giao thông đỏ xe này đã đụng xe tôi từ phía sau
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001035.wav	4.58498	song ai ít biết rằng để giữ được chúng các nhà khoa học
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007263.wav	2.23298	ví tiền tôi đã bị lấy cắp ngoài đường
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010159.wav	1.84898	cách bao lâu lại có chuyến xe buýt
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013414.wav	2.13698	hướng dẫn viên có nói tiếng anh không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008299.wav	1.77698	mà còn nhiều chân rết
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004755.wav	2.85698	làm ơn cho tôi một chút nước khoáng có ga
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011569.wav	3.744	được giải hay không được giải đó là số phận của tập thơ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005141.wav	3.79298	có gì đó chèn bên trên phía tay phải dạ dày tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011946.wav	1.24898	tôi thấy khó chịu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007788.wav	4.704	để giảm các cơn đau không mong muốn này bạn có thể làm theo ba bước sau
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000826.wav	4.896	khi nhiệt độ tăng cao chúng ta thường có những triệu chứng đau đầu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000221.wav	3.40898	tôi có thể xin một khác không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012572.wav	2.18498	chúng ta đang trải qua thời tiết xấu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008974.wav	3.168	cái chân mấy hôm nay đau quá không viết nổi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007970.wav	1.77698	câu chuyện quả là rất vui
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008073.wav	4.00898	mình vội vàng tăng ga phóng về giảng võ không tắc thế mới xuân
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009210.wav	1.72898	đã được làm móng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010219.wav	4.176	hết cách bà lan xuống dưới đây xin nước về dùng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_005166.wav	4.944	nhân bánh là đỗ xanh giã nhuyễn nhào đường có thể cho thêm dừa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013911.wav	3.55298	được rồi cô sato vui lòng điền vào biểu mẫu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002285.wav	2.88098	khủng hoảng thị trường bất động sản ở mỹ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002804.wav	2.56898	huyện mường khương bị thiệt hại lớn nhất
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010074.wav	4.224	nhiều năm trở lại đây cầu đuống trong tình trạng xuống cấp nghiêm trọng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006136.wav	3.864	trong vài năm trở lại đây việt nam luôn thiếu nguồn ngoại tệ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004000.wav	1.75298	tôi có thể thử nó không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012577.wav	1.68098	mu lấy công bù phòng ngự
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005708.wav	2.90498	nó nịnh nọt ông chủ tịch tỉnh đó mà
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008198.wav	2.16098	tôi bị mất chìa khóa xe hơi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009782.wav	2.56898	bốn mươi tám bốn mươi chín
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003487.wav	2.73698	làm ơn nhanh lên tôi thật sự bệnh
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007552.wav	2.54498	quí vị muốn giữ gạc ấm trong bao lâu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000951.wav	3.216	tuy nhiên thông tin về động cơ chưa được tiết lộ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012085.wav	1.65698	cái này xảy ra do nhiễm trùng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011492.wav	2.32898	tôi nghĩ phiếu tính tiền này sai
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003810.wav	4.60898	anh ta sẽ đề nghị món của đầu bếp canh chua kiểu tứ xuyên
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000239.wav	1.46498	không phải mặt hàng đó
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009076.wav	4.584	ai số bé thì được xem trước ai số lớn thì chờ xem sau
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002789.wav	2.42498	ba tòa nhà tính từ góc phố
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006016.wav	3.16898	phiên bản đầu tiên ra mắt thứ bảy tuần trước
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007726.wav	3.16898	tôi làm thế nào để vào xa lộ đi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006628.wav	2.47298	phải ưu tiên các ngành dùng nhiều lao động
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011040.wav	4.176	mẹ không chỉ mua quần áo mới cho con mà còn sắm cho cả nhà
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005973.wav	1.68098	tôi muốn đi đến cửa hàng bách hóa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008865.wav	1.56098	ý tôi là vậy
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012790.wav	3.69698	hiện biểu giá điện có rất nhiều nhược điểm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006124.wav	4.656	tuy nhiên khi hình ảnh bay về việt nam cách trang điểm này lại không phù hợp lắm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003714.wav	1.39298	anh có bánh gì
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012325.wav	4.34498	đây là hai mươi đô la làm ơn thối lại hai đô la
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012579.wav	1.96898	giảm nhiệt độ xuống hai mươi chín độ
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007709.wav	4.176	điều hấp dẫn nhất là những tòa nhà cổ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007470.wav	1.92098	anh có xe hai người đạp không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006471.wav	1.65698	đồ ăn thật là ngon
